Country,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
India,IND,"1819,0215965129","1800,0109023262","1859,7148507712","1908,5782236153","1994,9439421216","2103,7271552947","2218,8243421345","2264,7955707327","2359,8925511727","2521,5766579221","2571,1496556885","2646,878224249","2699,1781024092","2861,5747080005","3037,0638150352","3225,5443304508","3432,8192514162","3642,0024102841","3701,3954786596","3937,2376418821","4213,3629913517","4374,2322716066","4551,8621266896","4780,1203449461","5071,0470842131","5411,8755883262","5789,6780657961","6112,0666498617","6436,1534023442","6608,624077693","6114,0315804724","6592,0417910321"
Ireland,IRL,"26706,2558066712","27065,5347625681","27780,2292534741","28386,0024217672","29901,750009353","32614,9661080609","34745,803883287","38190,4980640358","41107,2990688178","44926,5289446156","48500,3473666542","50266,9576734743","52342,8603565805","53049,1678621127","55623,8868409015","57548,9967906443","58812,3062452685","60170,4182379259","56312,5041323963","52902,8881329505","53500,9148897485","53712,2857359299","53482,2006452691","53800,2087807366","58027,8389827602","71490,8030914262","72106,7986291405","77749,2019569363","83340,3915953792","86681,2701326","91099,7485419568","102496,220004421"
"Iran, Islamic Rep.",IRN,"9442,2481163953","10239,6812398372","10331,3291969548","10114,0394764231","9904,1001703017","10006,9331483107","10503,5924565087","10495,131328431","10547,8397286288","10589,984709172","11026,1018073584","11098,4462354545","11878,8623553506","12785,9301389304","13126,5825527074","13328,9563942001","13780,7279300197","14689,5604478366","14525,760246922","14473,8328895028","15099,4601948801","15302,2019356122","14541,8493733631","14113,4577883095","14538,5218696862","14010,8582615974","14968,595046498","15163,292311303","14628,946343642","14084,3535121898","14432,36271404","15004,6879711363"
Iraq,IRQ,"7449,4716551937","2650,0868686081","3410,7405079346","4234,2406031097","4190,6412494959","4136,3256779175","4445,652630071","5222,9300744551","6822,6810155926","7763,8725337978","8779,7925618612","8654,4536917727","7693,8580386719","4726,9740475336","7044,6868250045","6952,8893303574","7292,8870573607","7493,8439168457","7955,69609819","7933,8211763273","8178,3052518465","8493,0824669967","9251,9824028871","9503,8750398018","9194,8640775136","9371,2134871918","10404,2038670674","9976,8549418629","9995,0495130762","10299,3162890193","8919,7974559249","8962,3941427692"
Iceland,ISL,,,,,,"33666,1804992579","35014,1990887885","36732,9319274562","39017,4376817623","40103,865986755","41530,5173238278","42626,9230684437","42484,5161077418","43095,3568616423","46051,74388765","48104,6518132004","49956,8486452996","52827,0101225049","52999,4375361804","48770,9503367158","47457,6229185836","48186,1672876621","48440,2550840897","50168,6885349698","50450,7416120996","52142,9328074888","54665,7639158138","55638,4920591796","56816,363605094","56923,1724505126","52174,5723818771","53586,1556357122"
Israel,ISR,,,,,,"26668,6191125109","27520,045903373","27858,3998116112","28349,1471205167","28556,7957546025","30223,8827593659","29618,4179945428","28994,69700397","28872,8188166406","29724,1472469172","30412,0788042328","31547,2317194364","32861,6731359532","33332,5884496923","32832,7309981456","34065,8420318216","35301,8199783301","35552,853258313","36436,3843546278","37144,4807021205","37321,0169615304","38251,2969437741","39121,2958325461","39936,7677537958","40810,0545001143","39351,8959819247","42061,2409157787"
Italy,ITA,"36585,6799028741","37122,8219323764","37407,1113238593","37065,4341248987","37855,0077387082","38947,2013118497","39429,4955552037","40129,9018819235","40844,745605278","41501,788369041","43053,93306429","43869,4279411713","43915,385340484","43781,2199783421","44118,0366368665","44260,8274173515","44918,1703531499","45356,5367193485","44623,6020153057","42074,9212455091","42664,3552727925","42892,3055641948","41501,7112309705","40268,1127892773","39898,5264609826","40247,8290437942","40837,7376281437","41581,120790548","42045,9214694407","42739,0499116836","39065,2820998578","41929,4311112097"
Jamaica,JAM,"8692,502234919","9038,1135668074","9128,9117694571","9889,1216839755","9924,5448085559","10055,7999397401","9951,0852670281","9752,6572892574","9445,0779871031","9471,5986392501","9496,5431222975","9575,8761003209","9719,6025012792","10027,3687060882","10110,535305957","10151,9766153146","10396,5932329678","10500,3339496435","10376,1023751649","9885,0239292059","9700,027418193","9823,7735277387","9715,2083544843","9718,6247627677","9745,5540081285","9800,5068501916","9906,0402199897","9984,5771173703","10160,7632702319","10244,3661921245","9198,148404772","9596,5644043268"
Jordan,JOR,"8127,6265059966","7839,8733232081","8500,025788146","8426,2713953301","8426,701621889","8587,8466387374","8480,8169928424","8530,0642575292","8586,1427787575","8686,4384019329","8866,4776446996","9140,0670094028","9463,0365361421","9636,5891616854","10204,412809423","10751,7712542474","10862,4617589575","11028,3121611647","11540,4037360135","11856,2887952395","11866,8808292154","11885,238655168","12001,9902573897","11542,2925185536","10605,3492919709","9912,7131587481","9633,1007665988","9629,1029985849","9584,5069901846","9551,1653839889","9203,3757733589","9223,1475382739"
Japan,JPN,"32846,3896070232","33870,3740402071","34048,7845542093","33782,7354457333","34053,5242335989","34867,5803906089","35878,7894669399","36144,6175538208","35588,625115631","35405,0801304671","36323,0952973411","36375,5864162464","36306,330204805","36784,8810250825","37576,3898917125","38250,6380111696","38751,0050046681","39280,894898666","38781,1987266546","36577,8634039981","38069,9560385983","38149,6181079417","38735,8963494252","39569,636574469","39739,5411241697","40402,581505529","40727,9688771598","41444,2157443914","41739,2033210358","41697,4119392172","39935,4647219912","40784,3817738835"
Kazakhstan,KAZ,"13475,6398976651","11917,7140498108","11294,7365777633","10292,1983187675","9126,2558304367","8552,4519965257","8726,5384771197","9016,0032472452","8998,9012088366","9330,5647886657","10275,7618712984","11682,8417915151","12827,2310828805","13973,077738521","15208,440248666","16536,0154072377","18112,7787011954","19500,4789415616","19770,2166481541","19614,7353205278","20751,2572399462","21970,0839239319","22702,5788406786","23720,8160716034","24355,7561188887","24290,4176339265","24210,8629616382","24862,9661245889","25544,3447563035","26351,8044418782","25361,5079910763","26110,5300409561"
Kenya,KEN,"3655,3620568928","3590,7447536222","3455,4913371382","3367,1678234484","3357,7104612194","3408,5422217066","3455,1006737292","3379,8964933645","3398,4720454069","3380,7764397263","3303,3264447825","3325,9119021003","3244,1763342743","3241,6746654699","3306,7899536823","3399,4039943698","3513,348269227","3644,3349129861","3545,5935023918","3555,9882587961","3735,7929255231","3824,1974665676","3899,1670714577","3950,8814321461","4055,1131882156","4163,9247470026","4244,8576258586","4312,9089172499","4464,8132109268","4601,2113725804","4498,3826380842","4743,4864324049"
Kyrgyz Republic,KGZ,"5158,3175693886","4671,5228499563","3978,9099143113","3362,8290003689","2688,3517784858","2517,2844498623","2656,017719565","2877,098569216","2893,4175346388","2954,9541223683","3078,9092516518","3212,1335470956","3182,2328948348","3370,4301992037","3563,8753630917","3517,7205088489","3588,0899181608","3857,6539090044","4142,211454027","4210,6263473171","4141,0772055995","4334,6607889257","4259,3182038699","4631,4032666145","4722,086002287","4805,1410923839","4912,3824843089","5046,691535491","5133,1519144299","5258,3666963114","4726,1965588636","4814,9564376888"
Cambodia,KHM,,,,"1716,8409577648","1077,8984917177","1153,9264828276","1193,2308710636","1214,0117293264","1244,9809449135","1376,0467168219","1486,1071138751","1578,6277008442","1652,5381317394","1761,4211024486","1909,418456096","2124,8374573306","2313,3303319564","2505,5203494616","2629,2590578002","2592,1554610005","2706,9918156241","2856,5307862792","3021,3322193754","3197,5321003696","3378,3645905131","3565,2450670711","3761,9113376768","3972,724163928","4217,6217909623","4464,2944496914","4276,1845389918","4354,565206282"
Kiribati,KIR,"2045,2368255832","2005,5131217709","1989,6297412334","1976,6846833289","1981,4296824474","1951,835053963","1952,5427661457","1950,3317926982","2041,9646206223","1976,3684301467","2063,5560015397","1994,9174870414","2028,5941953132","2027,5582781958","1954,6830146984","2010,9287977421","1971,3987903347","1973,7497540568","1895,8897883058","1874,5094209","1819,201350589","1819,6565849412","1883,1734398942","1932,235337332","1883,2305559718","2038,4864401048","1997,8228542878","1962,3195539702","2033,7282788106","1990,5179682817","1944,8469587341","1937,0892962193"
St. Kitts and Nevis,KNA,"14178,5709219567","13946,4458460812","14414,5306358981","15191,8230144231","15786,2444577097","16421,3945418746","17160,2668313208","18096,5520592679","17774,7608573135","18103,5516085709","19642,9523696356","20438,849819114","20593,8983812792","19712,701743748","20434,9127212332","22354,2191518638","22985,1655402961","23053,8674665381","25554,3120121286","24622,8730704654","24572,83153985","24876,6972911006","24672,4007125505","26058,2698983959","28019,8944286591","28219,1091419621","29329,4784571478","29333,3931765457","29950,4933232049","31194,7371941833","26700,6687320683","26485,8172352357"
"Korea, Rep.",KOR,"12656,3960621654","13882,4210132027","14590,5330031829","15436,3878598431","16698,2761608778","18120,4938973","19364,9413736143","20367,9736411368","19184,2237513721","21232,6097622601","22963,638542808","23893,8970105335","25591,3990470142","26260,3684104578","27515,951769057","28640,7062360909","29990,5220008606","31569,9311989123","32275,1252504764","32363,9686586535","34394,4904890551","35388,9769124478","36049,1934873539","37021,1341641003","37967,475617995","38828,7409976118","39814,6589279289","40957,4180587145","41965,890535091","42758,5903686092","42396,7619441995","44232,2057253487"
Kuwait,KWT,,,"41446,9637511501","54426,3261350839","59468,7514857218","61826,1182730909","60443,918149045","59894,1514012927","60105,8059324677","57210,5364864302","58117,1805811331","56580,9893685604","56701,059407411","64811,1819556851","69723,6172928187","74294,3466647971","75551,1109158149","75498,23035699","73162,9004434464","64468,7934378498","59780,0298541407","61356,9355962874","60588,1559593001","57051,7438025121","55583,5616687852","53808,1257614845","53476,1210376804","50007,2995366017","48943,0062162056","47314,796858175","43922,6302104742",
Latin America & Caribbean (excluding high income),LAC,"10434,3493061508","10570,6789121142","10640,8471615534","10910,1515611536","11308,8877654775","11150,7477301778","11407,4453131024","11814,0484950079","11929,9671593673","11801,6402757999","12041,9678068029","11894,3293974395","11787,80261063","11922,1754261904","12399,9846746361","12729,2153690444","13217,3026880704","13760,6692714262","14116,8316328992","13661,1273798297","14420,0447301779","14905,3863535998","15104,6533780981","15376,336785588","15448,6417822228","15380,4907191055","15215,3720306602","15363,220341373","15455,7153934222","15408,1999220708","14275,3864282893","15093,5657487585"
Lao PDR,LAO,"1939,0862386129","1966,43868028","2019,3913448037","2082,0975539981","2194,5268676408","2291,8744355978","2394,0683510612","2505,6241751448","2557,1839550623","2696,1639388147","2804,8182770006","2918,3873216517","3043,4828437009","3181,0549761375","3336,8997825412","3522,2879003146","3765,6486679241","3988,1697214106","4234,0018904216","4482,8997617626","4793,2239845691","5103,5489595289","5434,8346857356","5789,2754002847","6145,4972185186","6499,072931782","6850,5809067972","7211,2590892489","7546,3342536598","7840,0713830943","7763,948881341","7846,9750222928"
Lebanon,LBN,"5862,8365981221","8587,337019691","9788,9232167151","10634,3918474571","11291,2891765022","11802,4234815545","12891,5496020666","12795,0467438942","13037,9737491221","12752,0629244267","12711,9465634501","12993,8625160707","13264,9888262808","13516,334418943","14198,5513377773","14365,5867093255","14350,7479191353","15394,1851999126","16522,3348340401","17979,2579075027","19239,5648317212","19216,9679012587","19202,547426707","18180,3668430984","16863,6372336653","16611,7201915507","17248,189483819","17808,076885992","17970,9390176012","17172,1976534388","13780,9584413987","12977,2022971513"
Liberia,LBR,,,,,,,,,,,"1725,1448939202","1724,0597502842","1742,789142263","1207,7260320283","1224,5717499041","1232,4568567063","1258,7298462622","1311,4452677592","1349,0282317064","1376,4531020817","1418,6758185221","1475,8392688467","1538,4072209583","1635,95824967","1613,865479795","1581,0551130224","1525,4580133878","1533,4112378777","1521,7334706798","1455,6376486722","1383,8280991","1423,229588904"
Libya,LBY,,,,,,,,,,"26668,4443358796","27130,4683406994","26040,312966882","25173,1548302708","27744,8808475887","28244,2618645924","30782,9314688046","32040,9534684844","33345,9491385308","32590,6591746565","30510,8605760237","31394,1617457376","16356,3626621348","32214,9063251032","25907,7568905042","19569,9004889534","19108,9438269268","18554,4806031278","24212,9109270915","25734,168628333","22535,4456198617","16924,1504491003","21965,1733078898"
St. Lucia,LCA,"11419,0998247652","11305,7220017988","12025,494110993","11918,5818548565","11950,9888837356","12017,2866662477","12238,2856912873","12037,2393122257","12679,683627663","12903,0599464545","12808,6651651626","12287,8560678183","12247,133838708","12671,6863281382","13493,9384309135","13345,3717582215","14079,8673035482","14228,4706330578","14838,9644225139","14324,6931708375","14448,2644012265","15133,3971764467","15017,7459046276","14469,6488933772","14605,2202713887","14339,1094623637","14810,6370483428","15247,4588403888","15622,7780432148","15460,8007622338","11651,167126301","13045,9553824087"
Latin America & Caribbean,LCN,"10577,289166856","10730,4661709148","10842,7400345961","11122,6132099624","11523,8231087441","11406,4192893612","11679,7885783945","12110,2760674462","12249,6273523188","12132,2743568522","12381,9230618823","12258,0179239295","12160,9391323181","12309,5436333455","12819,4640933517","13162,011542175","13662,8772219081","14214,3848923775","14577,5562171186","14121,6128812935","14878,3067151816","15385,6362119202","15627,595166639","15913,8263623883","15996,4279059334","15944,9085850139","15796,879480185","15950,885882913","16081,4491733835","16065,1469765543","14874,129631249","15774,806856414"
Least developed countries: UN classification,LDC,"1604,0861164655","1594,3185231285","1561,523814089","1523,3290595626","1492,6146967408","1539,7132192371","1587,1035132803","1636,3946349759","1658,3513805762","1686,0205027701","1717,3957456108","1767,853852133","1807,1470657211","1853,799256359","1926,850188481","2022,4304266762","2118,0440815716","2228,2122844533","2323,3620317735","2367,0012397662","2455,8006061879","2515,5823173651","2559,4157859745","2639,8080817604","2733,9438737525","2798,1967778141","2872,6954829347","2947,0568313434","3021,0221296767","3108,7999118699","3068,8153877667","3059,2812051603"
Low income,LIC,"1360,9995461296","1332,4776366814","1273,1596543508","1249,2305690958","1208,3853283915","1230,2827630341","1262,0284402417","1315,3168684006","1315,2962456856","1322,4408656325","1327,6184047495","1365,7106405267","1380,8386512235","1408,379295354","1455,2573685499","1510,7199155821","1564,3977213817","1625,8979297984","1676,5333843258","1690,7989923049","1761,799889309","1775,3773404743","1746,1746451348","1792,8123162222","1855,1361954421","1893,4666279403","1932,5286246264","1962,8817010788","1983,5729894071","2011,7365254276","1970,1680536276","1956,7669697184"
Sri Lanka,LKA,"4011,6562009415","4145,9490311872","4279,2966174098","4526,5915656778","4735,2608055539","4955,0540357007","5108,5166162587","5405,2473720223","5630,6459749679","5841,736802333","6154,5462428089","6016,4601931351","6205,5278756464","6518,903337086","6816,0272533597","7182,9882423754","7674,513572719","8135,8011392916","8558,6641013481","8800,1071875005","9440,6721694138","10190,3491737816","11055,6338854001","11414,1668237289","12029,3754492889","12420,5529722515","12904,8538635735","13584,1931075112","13753,0548881678","13639,0218853482","13095,7602883944","13386,6813153923"
Lower middle income,LMC,"3264,8642115575","3255,5522758354","3267,7149728048","3232,1423247112","3223,7539045217","3301,3787341607","3420,6056328635","3473,2487543426","3454,1215158431","3541,9423312937","3633,8088743624","3718,913043788","3824,1579705048","3998,4085261837","4194,6150157501","4379,352296859","4593,1718687351","4835,2460919131","4955,5613687958","5090,8069709012","5340,0541439135","5510,2036212181","5667,2173992726","5857,8874153307","6094,7382736178","6309,6115258181","6592,0781176171","6842,905339816","7089,2166903148","7259,8174246676","6930,9464517132","7241,6001899652"
Low & middle income,LMY,"4352,6671240474","4310,5150515696","4258,7113103636","4278,1414725464","4289,7061873475","4364,9918196721","4510,5595098664","4646,8995716816","4664,2310995054","4769,6691706868","4966,8569128351","5074,6473528651","5231,3754180954","5466,2273635905","5793,7680409436","6110,9407034619","6498,4711207081","6945,7513754971","7222,0482688908","7308,8686043631","7751,4699347784","8094,3230224441","8400,8946088351","8711,6193482242","9007,0227133376","9270,9592716878","9575,813100974","9933,8862600184","10281,9612957112","10545,9691813518","10239,3669256197","10806,6984775902"
Lesotho,LSO,"1265,9189095531","1331,5270592349","1401,9321008159","1430,3787211141","1495,9483020592","1526,4546970179","1594,5616862648","1638,9635640089","1653,2195862232","1653,9226910034","1714,2501763988","1774,5561172702","1789,1360171514","1874,9442133674","1914,0181670134","1988,3322012222","2073,115703862","2152,6562436825","2258,3768163636","2214,3116073115","2315,276789173","2404,3627744989","2535,47084207","2557,000319885","2574,2963854509","2625,6370834591","2688,1345986965","2571,6941126849","2541,452758517","2533,1190580334","2292,1952102544","2295,2322151763"
Late-demographic dividend,LTE,"5294,8425871882","5226,7364469097","5093,0193502535","5179,2861166202","5267,0660335197","5463,7615126974","5648,6347464982","5865,3391489809","5916,7037393653","6128,1154503505","6505,3085618011","6780,2989631044","7123,8816284722","7554,3996188926","8104,4091483682","8651,7975489583","9369,7069275263","10224,7323654607","10835,9999594165","11057,6536129629","11825,0356613342","12552,6663273555","13170,9578921987","13761,0798138953","14341,7598934557","14845,080862145","15364,8852854625","16040,8134236332","16787,943744132","17454,3550240059","17338,4710565259","18480,5555656533"
Lithuania,LTU,,,,,,"10640,3600314613","11274,6401082973","12302,1012042126","13317,9077290717","13259,6169504528","13846,6832884609","14872,3790941775","16004,4388997159","17839,7827376226","19226,4692652314","21053,1846048184","22977,9966473047","25835,3680157114","26784,8800343204","23065,0619581523","23942,7603567557","25968,5834234521","27330,8959483858","28589,0266601627","29855,8314910326","30748,1963109529","31925,8034212317","33761,871239796","35446,708082914","37184,4536013211","37166,4115832708","39305,6130533838"
Luxembourg,LUX,"70860,8191239509","75961,6687167113","76323,3047532824","78468,9217598348","80365,2245079687","80379,1276289992","80401,0320167454","83702,8135298171","88185,8001102476","94115,3840349976","99301,5269991515","101143,147977096","103317,331098088","104743,000088458","107634,837198018","108632,360015806","113346,03578151","120647,822958963","118154,667184464","112230,081410148","114343,988089326","112998,390476598","112137,135491328","113050,663254336","113313,578897944","113182,728563365","116283,699681286","114985,842235989","114164,468558094","114542,496933956","111751,314751362","115683,493708265"
Latvia,LVA,,,,,,"9599,1460051205","9959,121032569","10947,7811787651","11751,7141390099","12174,3037617541","12989,8984223071","13990,8438438469","15157,6207991021","16593,9176780452","18165,7494053668","20331,7000316611","22975,5627557469","25466,7829206417","24899,6463833677","21704,323785183","21173,4018014357","22117,4066807932","23970,4525106364","24715,0657086291","25423,4891072025","26628,354680838","27509,3363266025","28673,5633962664","30051,4025635035","31038,6792668747","30568,5018156322","32081,4547187248"
"Macao SAR, China",MAC,"47880,2737252241","47966,5917412066","52889,1710611178","54413,0003026513","55550,1313291077","56243,9944596034","54947,5791365571","53808,5246465278","50481,4773082566","48509,7526216919","50539,919220183","51144,1241635656","54395,4839874371","59037,936553833","72717,0745462657","76483,9075921631","84436,7464235299","94134,1413219879","94804,9240593143","93540,6701466991","114042,495307737","135365,387353207","144891,341893464","157602,482545902","151616,402363964","116855,533715854","113941,669776672","122977,508955087","128437,322961592","122822,12445644","55158,7127291936","64796,9951369875"
Morocco,MAR,"3595,3337402344","3789,9951171875","3649,8718261719","3565,513671875","3883,2766113281","3617,8137207031","4003,9890136719","3882,9592285156","4103,55078125","4089,8835449219","4111,650390625","4353,8471679688","4431,3037109375","4636,9921875","4797,6752929688","4889,1098632813","5189,3549804688","5302,1708984375","5543,0883789063","5703,0288085938","5841,8784179688","6064,4321289063","6160,9985351563","6352,4331054688","7462,1528320313","7687,6909179688","7632,185546875","7921,619140625","8072,0864257813","8217,5986328125","7545,9951171875","8058,3969726563"
Moldova,MDA,,,,,,"5694,4359094612","5370,5125990396","5479,1949801751","5122,8045940025","4958,0340246788","5072,8415451243","5394,3345372477","5828,5748119114","6230,7821077256","6708,4392854813","7229,140710894","7597,2245572526","7843,2946226987","8471,1810993589","7972,9707994762","8547,5807789093","9050,125977796","8997,9338219452","9814,3231545858","10311,2876874657","10355,5395016635","10938,5847666863","11651,1863520107","12367,7638257765","13030,1830360711","12201,7782985285","14009,2260199103"
Madagascar,MDG,"1808,7435387391","1644,5100475027","1614,0934196153","1597,7694428844","1547,6460460624","1524,4935959063","1508,5701962694","1515,4465518139","1526,065917865","1549,0308036449","1569,6213381144","1614,3857326041","1372,8085262595","1463,5679216968","1496,0700706306","1522,0696673869","1557,9670620355","1599,4362250629","1657,8235885763","1546,3706809696","1511,9867296938","1493,4424815178","1497,0095216833","1491,074109676","1500,9105946868","1508,3744397187","1528,5617091195","1548,1564247984","1557,3225457855","1585,4716511094","1436,2069504796","1463,628732621"
Maldives,MDV,,,,,,"10430,7886458859","11010,3093903623","11704,3145588578","12362,9673929364","12922,7995661622","13210,9649888979","12477,2248601651","13156,9920094023","14717,2426977368","15351,6955269511","13124,0568112964","16162,2823755567","16834,7443882095","17788,325753331","15927,7959309328","16492,5312179554","17290,2090587306","17126,3408037059","17768,608555517","18338,3231957465","18051,0702823842","18406,2683480919","18973,5689598296","19789,4897100629","20574,4044296743","13419,3345511644","18765,2163511231"
Middle East & North Africa,MEA,"10649,2359930318","10844,7261637195","11024,3265999712","10950,8672652494","10924,2244558239","10960,9845905372","11264,6570026442","11397,5444756076","11668,5385411072","11656,7625378723","12156,5392389893","12100,5139808465","12081,2014844749","12502,7961739777","13188,0407016415","13549,325120025","13977,6742866815","14372,2427307363","14661,3670417531","14422,7631370102","14801,542207123","15003,2386081359","15371,9383564088","15355,2787827574","15553,2014398874","15705,2993656801","16114,0374012956","16126,4587080498","16154,1220728805","16030,7793132515","15318,6040759599","15779,0839691451"
Mexico,MEX,"15355,6275509461","15689,6587836685","15931,4828867171","15930,4839148547","16402,258161703","15087,589629292","15825,0937520662","16618,9132540326","17184,9431894038","17370,8129070839","17942,780345094","17596,7867366015","17324,3536521552","17315,4550005213","17731,8028266285","17883,5354077201","18434,8865389948","18610,7314252761","18586,4712913441","17387,6619121784","18036,7175885079","18432,3687850786","18838,7838966163","18844,0303377488","19141,920663054","19542,8898869992","19830,9624860394","20032,4086125948","20278,2163070623","20064,5004997154","18327,9907632396","19086,1046802563"
Marshall Islands,MHL,"3426,3810823505","3356,069445086","3523,6798786193","3664,4209154875","3810,0562578176","4052,8897225077","3576,3539347215","3293,4337448698","3216,926136415","3137,0148486492","3156,624370321","3360,3854755214","3480,8031741106","3424,7462461548","3473,9065933454","3541,8756882269","3557,4936193521","3689,7356027843","3421,6597009419","3562,1085480891","3767,6760651117","3787,654608041","3793,6940272914","3998,4720570092","4026,8548146111","4195,8343751443","4376,1689297575","4634,9368463125","4955,1295220962","5647,0669171795","5710,9729303403","5961,8165143335"
Middle income,MIC,"4587,5301207387","4545,8376267996","4496,979714605","4523,1076819307","4541,4136729654","4624,4892663717","4783,1968820063","4930,5418549178","4952,9272113249","5070,5334931614","5287,6387468873","5406,1543343979","5580,9320324158","5840,7312699229","6200,229838132","6548,8498762286","6976,2224456605","7469,7190226845","7777,6982122829","7881,5873400222","8372,0930519196","8758,9548163341","9110,0058286476","9458,5715895392","9789,3486522329","10089,0069614385","10436,1002060619","10844,9166778422","11245,8148055368","11555,1906083103","11236,216724489","11891,6300533391"
North Macedonia,MKD,"11113,2297887122","10465,7953847812","9869,1300637588","9228,6074235542","9132,3685941225","9023,7125716712","9083,6679142595","9202,2750205639","9462,7086806729","9826,2161642899","10226,541203161","9871,3035572492","10091,7748379748","10282,4000049103","10732,4491933177","11215,6713103186","11772,3283760296","12513,9774275874","13177,212013007","13105,7989552422","13517,4282113238","13809,9648463442","13730,2579934211","14111,4453398454","14599,2425002331","15141,992202969","15556,2548846116","15709,2874303461","16148,4586448226","16776,0769108659","15782,5480019814","16467,3165493966"
Mali,MLI,"1336,571905396","1464,2627899354","1388,7308523752","1403,2527271992","1425,5117410289","1408,29122026","1476,2877848593","1513,6074960543","1588,1725390369","1633,1175882055","1585,3480784408","1774,6823649884","1773,3450839395","1873,9889149198","1842,0563794516","1898,6236865867","1922,5261794969","1925,063438232","1951,7737741613","1980,0592211704","2018,6014547008","2017,1441564024","1942,7395004577","1930,1349506607","2002,3729284712","2060,0985488339","2112,1870754706","2153,845638008","2185,5755906423","2219,0467425244","2123,8282021638","2120,6233012301"
Malta,MLT,"16130,7114951696","16684,1604651745","17287,5348744182","17882,647241053","18717,3366915441","19766,2023528133","20378,6074786777","21288,1882106945","22234,356073346","23146,1798934736","27523,5876997334","26996,7041270238","27483,52506589","28415,8442951825","28265,0375923534","29035,6533859379","29656,3450333982","30964,3602036407","31940,4303786892","31341,3340349559","32916,683812372","32930,2956106679","33979,6567576414","35339,6962313278","37285,2401558451","39903,9359416044","40319,7303656718","43516,5526820997","44615,6039214861","45433,9186764252","40740,9693160814","44658,7190863365"
Myanmar,MMR,"581,6133112078","579,3787533427","597,2021833883","635,1071843327","669,37505314","708,5048781201","746,4265652956","781,5960716738","816,5262111714","875,4184969161","973,3955381054","1083,4194197372","1198,0946972617","1340,8727321103","1511,1715318178","1702,3096819218","1914,2415688061","2137,644943453","2360,5432402308","2591,0463042135","2830,2840534542","3018,4616141753","3187,1149181679","3409,6488950913","3658,5935383765","3748,2942220763","4109,5574124452","4312,9473894038","4556,2811684165","4829,5367070321","4947,0939613934","4032,6256525258"
Middle East & North Africa (excluding high income),MNA,"6815,1318317836","6644,0804045601","6782,5859823949","6734,1077296937","6693,6454783913","6740,7359952764","7023,8506504785","7130,5149094213","7421,4903123073","7613,7819662632","7916,9422502683","7976,6979032684","8103,6635383947","8196,8394531404","8621,6691117816","8829,8588118152","9117,6845427821","9518,1339155909","9675,1250986999","9724,7828315682","10025,7562948574","9800,0308608192","10003,3725281732","9874,8897107986","9991,8543937438","9993,0047447304","10384,1721276829","10561,9173058052","10559,4845439638","10488,7496752061","10108,0917335059","10420,7953887862"
Montenegro,MNE,,,,,,,,"12581,5313883315","13238,3817249262","12026,8486093905","12421,2233065015","12507,4101259141","12694,5676493534","12957,9055121253","13507,4702961086","14051,3627491863","15236,1109885948","16251,2528520083","17394,142822923","16351,0199939387","16767,3583571819","17290,5125061085","16805,4078555966","17384,8525688239","17677,786270635","18266,8780940152","18801,2679421647","19685,8088500286","20690,2859867208","21537,809124972","18262,2368982441","20602,4991666159"
Mongolia,MNG,"5030,0732520811","4512,1101112484","4027,777978537","3842,0521814214","3870,8622309932","4066,7531116188","4110,5536064272","4226,3726431763","4325,0802963695","4415,0319368884","4424,6528286921","4515,4655708453","4687,4446512843","4972,2576251737","5453,9933640865","5800,9093490048","6243,6088561618","6818,9935945951","7346,2787521087","7163,8018389652","7518,8311182544","8685,7798619648","9586,7149235872","10504,8147046596","11107,9889792642","11134,8018553013","11058,9504798088","11431,4980163967","12052,2938123833","12458,0184257633","11666,779701199","11668,4304175882"
Mozambique,MOZ,"460,1236966805","473,6120037641","436,3764156331","469,3978174216","476,3707587389","465,8332957455","502,402541451","544,2140759297","584,068720726","636,7917410561","628,6932793794","687,1934739829","731,9895083809","762,2861824658","801,4271275679","832,8388607405","890,4529567825","934,7363488386","977,1908773629","1011,5612906761","1047,5914312157","1092,7732451423","1137,2848147337","1179,6700241619","1228,6568351923","1271,9618731689","1279,9205064881","1287,2348673466","1292,8976639312","1285,184821682","1232,9855764382","1226,766924182"
Mauritania,MRT,"4611,9411870704","4557,4686716009","4467,2756382292","4540,3654251663","4252,8701834008","4542,6620079625","4711,0523295809","4419,5833971729","4424,4100086","4464,211044287","4170,9015783233","4037,4507802488","4006,3642048272","4192,37881057","4296,5444149313","4562,7315678093","5278,5473202574","5055,9878171914","4914,8342263116","4787,4518742534","4773,7525148258","4825,0879908403","4885,6921782966","4943,2328413083","5020,1368040475","5151,8998708788","5080,809163256","5259,0650629494","5367,2164391844","5505,6463312572","5314,8493701717","5307,5219020273"
Mauritius,MUS,"8233,9119117983","8506,7974540126","8942,3832900836","9286,095235733","9535,7359854155","9859,4528967143","10304,4526566514","10755,0063133655","11288,7255892138","11437,143955596","12254,2954076092","12564,851462007","12679,4316244774","13333,9020994545","13824,2975934768","13986,9679793308","14599,2596439159","15365,2093580967","16134,4745655397","16625,1401462878","17311,6252417235","17988,6831197124","18566,0298106826","19147,6760417643","19844,4885545617","20549,6281624132","21328,6882468045","22148,6243877672","23023,5001913032","23681,5804484727","20224,2224178688","20967,9479251486"
